first_name,middle_name,last_name,suffix,nickname,birthday,gender,start_date,end_date,party,class,type,state,district,bioguide,thomas,govtrack
Rick,,Hill,,,1946-12-30,M,1997-01-07,2000-12-15,Republican,,rep,MT,0,H000605,01489,400587
Ernest,F.,Hollings,,Fritz,1922-01-01,M,1966-01-01,2004-12-09,Democrat,3,sen,SC,,H000725,01361,300053
John,R.,Kasich,,,1952-05-13,M,1983-01-03,2000-12-15,Republican,,rep,OH,12,K000016,00618,400590
Ron,,Klink,,,1951-09-23,M,1993-01-05,2000-12-15,Democrat,,rep,PA,4,K000270,00639,400591
Steven,T.,Kuykendall,,,1947-01-27,M,1999-01-06,2000-12-15,Republican,,rep,CA,36,K000357,01582,400592
Rick,A.,Lazio,,,1958-03-13,M,1993-01-05,2000-12-15,Republican,,rep,NY,2,L000155,00670,400594
Robert,Linligthgow,Livingston,Jr.,,1943-04-30,M,1977-01-04,1999-03-01,Republican,,rep,LA,1,L000371,00696,406863
Matthew,G.,Martínez,,,1929-02-14,M,1981-01-05,2000-12-15,Democrat/Republican,,rep,CA,31,M000206,00743,400595
Bill,,McCollum,,,1944-07-12,M,1981-01-05,2000-12-15,Republican,,rep,FL,8,M000350,00761,400596
David,M.,McIntosh,,,1958-06-08,M,1995-01-04,2000-12-15,Republican,,rep,IN,2,M000481,00776,400597
Jack,,Metcalf,,,1927-11-30,,1995-01-04,2000-12-15,Republican,,rep,WA,2,M000669,00792,400598
David,,Minge,,,1942-03-19,M,1993-01-05,2000-12-15,Democrat,,rep,MN,2,M000795,00813,400599
Frank,H.,Murkowski,,,1933-03-28,M,1981-01-05,2002-12-19,Republican,3,sen,AK,,M001085,01408,300150
Don,,Nickles,,,1948-12-06,M,1981-01-05,2004-12-09,Republican,3,sen,OK,,N000102,01412,300079
Ron,,Packard,,,1931-01-19,M,1983-01-03,2000-12-15,Republican,,rep,CA,48,P000005,00886,400601
Edward,A.,Pease,,,1951-05-22,M,1997-01-07,2000-12-15,Republican,,rep,IN,7,P000171,01511,400602
Owen,B.,Pickett,,,1930-08-31,,1987-01-06,2000-12-15,Democrat,,rep,VA,2,P000326,00916,400603
John,Edward,Porter,,,1935-06-01,M,1979-01-15,2000-12-15,Republican,,rep,IL,10,P000444,00923,400604
James,E.,Rogan,,,1957-08-21,M,1997-01-07,2000-12-15,Republican,,rep,CA,27,R000386,01519,400605
Bruce,F.,Vento,,,1940-10-07,M,1977-01-04,2000-12-15,Democrat Farmer Labor,,rep,MN,4,V000087,01185,400612
Robert,A.,Weygand,,,1948-05-10,M,1997-01-07,2000-12-15,Democrat,,rep,RI,2,W000315,01538,400613
Robert,E.,Wise,Jr.,,1948-01-06,M,1983-01-03,2000-12-15,Democrat,,rep,WV,2,W000654,01237,400614
Zell,Bryan,Miller,,,1932-02-24,M,2000-01-01,2004-12-09,Democrat,3,sen,GA,,M001141,01624,300074
George,Felix,Allen,,,1952-03-08,M,1991-01-03,2006-12-09,Republican,1,sen,VA,,A000121,00013,300004
Richard,K.,Armey,,,1940-07-07,M,1985-01-03,2002-11-22,Republican,,rep,TX,26,A000217,00028,400551
John,,Baldacci,,,1955-01-30,M,1995-01-04,2002-11-22,Democrat,,rep,ME,2,B000081,00048,400525
James,A.,Barcia,,,1952-02-25,M,1993-01-05,2002-11-22,Democrat,,rep,MI,5,B000134,00052,400526
Bob,,Barr,,,1948-11-05,M,1995-01-04,2002-11-22,Republican,,rep,GA,7,B000169,00056,400514
Thomas,M.,Barrett,,,1953-12-08,M,1993-01-05,2002-11-22,Democrat,,rep,WI,5,B000177,00058,400553
Ken,,Bentsen,,,1959-06-03,M,1995-01-04,2002-11-22,Democrat,,rep,TX,25,B000400,00079,400550
Rod,,Blagojevich,,,1956-12-10,M,1997-01-07,2002-11-22,Democrat,,rep,IL,5,B000518,01463,400518
David,E.,Bonior,,,1945-06-06,M,1977-01-04,2002-11-22,Democrat,,rep,MI,10,B000619,00108,400527
Robert,A.,Borski,,,1948-10-20,M,1983-01-03,2002-11-22,Democrat,,rep,PA,3,B000644,00111,400542
Ed,,Bryant,,,1948-09-07,,1995-01-04,2002-11-22,Republican,,rep,TN,7,B000996,00141,400549
Conrad,,Burns,,,1935-01-25,M,1989-01-03,2006-12-09,Republican,1,sen,MT,,B001126,01298,300015
H.,L.,Callahan,,,1932-09-11,,1985-01-03,2002-11-22,Republican,,rep,AL,1,C000052,00164,400500
Jean,,Carnahan,,,1933-12-20,,2001-01-03,2002-11-22,Democrat,1,sen,MO,,C001043,01680,300153
Lincoln,D.,Chafee,,,1953-03-26,M,1999-01-06,2006-12-09,Republican,1,sen,RI,,C001040,01612,300020
Eva,,Clayton,,,1934-09-16,F,1991-01-03,2002-11-22,Democrat,,rep,NC,1,C000494,00204,400532
Robert,,Clement,,,1943-09-23,M,1987-01-06,2002-11-22,Democrat,,rep,TN,5,C000503,00205,400548
Gary,,Condit,,,1948-04-21,M,1989-01-03,2002-11-22,Democrat,,rep,CA,18,C000670,00226,400505
John,,Cooksey,,,1941-08-20,M,1997-01-07,2002-11-22,Republican,,rep,LA,5,C000735,01476,400522
Jon,Stevens,Corzine,,,1947-01-01,M,2001-01-03,2006-01-17,Democrat,1,sen,NJ,,C001042,01630,300028
William,J.,Coyne,,,1936-08-24,M,1981-01-05,2002-11-22,Democrat,,rep,PA,14,C000846,00245,400543
Mark,,Dayton,,,1947-01-26,M,2001-01-03,2006-12-09,Democrat,1,sen,MN,,D000596,01629,300032
Michael,,DeWine,,Mike,1947-01-05,M,1983-01-03,2006-12-09,Republican,1,sen,OH,,D000294,00293,300033
Robert,L.,Ehrlich,Jr.,,1957-11-25,M,1995-01-04,2002-11-22,Republican,,rep,MD,2,E000093,00340,400523
William,H.,Frist,,Bill,1952-02-22,M,1995-01-04,2006-12-09,Republican,1,sen,TN,,F000439,01336,300045
Greg,,Ganske,,,1949-03-31,M,1995-01-04,2002-11-22,Republican,,rep,IA,4,G000041,00428,400517
George,W.,Gekas,,,1930-04-14,M,1983-01-03,2002-11-22,Republican,,rep,PA,17,G000121,00432,400544
Benjamin,,Gilman,,,1922-12-06,M,1973-01-03,2002-11-22,Republican,,rep,NY,20,G000212,00440,400536
Felix,,Grucci,,,1951-11-25,,2001-01-03,2002-11-22,Republican,,rep,NY,1,G000547,01662,400535
Tony,P.,Hall,,,1942-01-16,M,1979-01-15,2002-09-09,Democrat,,rep,OH,3,H000074,00487,400538
James,V.,Hansen,,,1932-08-14,M,1981-01-05,2002-11-22,Republican,,rep,UT,1,H000172,00498,400552
Van,,Hilleary,,,1959-06-20,,1995-01-04,2002-11-22,Republican,,rep,TN,4,H000615,00538,400547
Earl,F.,Hilliard,,,1942-04-09,M,1993-01-05,2002-11-22,Democrat,,rep,AL,7,H000621,00539,400502
Stephen,,Horn,,,1931-05-31,M,1993-01-05,2002-11-22,Republican,,rep,CA,38,H000789,00559,400506
Asa,,Hutchinson,,,1950-12-03,,1997-01-07,2001-08-06,Republican,,rep,AR,3,H001014,01493,400588
James,M.,Jeffords,,Jim,1934-05-11,M,1975-01-14,2006-12-09,Independent,1,sen,VT,,J000072,00593,300057
Brian,,Kerns,,,1957-05-22,M,2001-01-03,2002-11-22,Republican,,rep,IN,7,K000359,01650,400521
John,J.,LaFalce,,,1939-10-06,M,1975-01-14,2002-11-22,Democrat,,rep,NY,29,L000556,00657,400537
Steve,,Largent,,,1954-09-28,M,1993-01-05,2002-02-15,Republican,,rep,OK,1,L000096,00664,400593
William,,Luther,,,1945-06-27,M,1995-01-04,2002-11-22,Democrat,,rep,MN,6,L000521,00718,400529
James,,Maloney,,,1948-09-17,M,1997-01-07,2002-11-22,Democrat,,rep,CT,5,M000090,01502,400508
Frank,,Mascara,,,1930-01-19,M,1995-01-04,2002-11-22,Democrat,,rep,PA,20,M000212,00745,400545
Carrie,,Meek,,,1926-04-29,F,1993-01-05,2002-11-22,Democrat,,rep,FL,17,M000628,00789,400511
Dan,,Miller,,,1942-05-30,M,1993-01-05,2002-11-22,Republican,,rep,FL,13,M000720,00807,400510
Patsy,Takemoto,Mink,,,1927-12-06,F,1965-01-04,2002-09-28,Democrat,,rep,HI,2,M000797,00815,400554
John,Joseph,Moakley,,,1927-04-27,M,1973-01-03,2001-05-28,Democrat,,rep,MA,9,M000834,00820,400600
Constance,,Morella,,,1931-02-12,F,1987-01-06,2002-11-22,Republican,,rep,MD,8,M000941,00833,400524
David,,Phelps,,,1947-10-26,M,1999-01-06,2002-11-22,Democrat,,rep,IL,19,P000584,01586,400519
Bob,,Riley,,,1944-10-03,M,1997-01-07,2002-11-22,Republican,,rep,AL,3,R000258,01517,400501
Lynn,,Rivers,,,1956-12-19,F,1995-01-04,2002-11-22,Democrat,,rep,MI,13,R000281,00966,400528
Timothy,,Roemer,,,1956-10-30,M,1991-01-03,2002-11-22,Democrat,,rep,IN,3,R000385,00976,400520
Marge,,Roukema,,,1929-09-19,F,1981-01-05,2002-11-22,Republican,,rep,NJ,5,R000465,00990,400533
Richard,J.,Santorum,,Rick,1958-05-10,M,1991-01-03,2006-12-09,Republican,1,sen,PA,,S000059,01015,300085
Paul,S.,Sarbanes,,,1933-02-03,M,1971-01-21,2006-12-09,Democrat,1,sen,MD,,S000064,01017,300086
Thomas,C.,Sawyer,,,1945-08-15,M,1987-01-06,2002-11-22,Democrat,,rep,OH,14,S000094,01022,400539
Joe,,Scarborough,,,1963-04-09,M,1995-01-04,2001-09-05,Republican,,rep,FL,1,S000106,01025,400608
Bob,,Schaffer,,,1962-07-24,M,1997-01-07,2002-11-22,Republican,,rep,CO,4,S000112,01524,400507
Ronnie,,Shows,,,1947-01-26,,1999-01-06,2002-11-22,Democrat,,rep,MS,4,S001147,01565,400530
Bill,,Shuster,Sr.,Bud,1932-01-23,M,1973-01-03,2001-02-05,Republican,,rep,PA,9,S000394,01055,400374
Norman,,Sisisky,,,1927-06-09,M,1983-01-03,2001-03-29,Democrat,,rep,VA,4,S000453,01060,400609
Joseph,,Skeen,,,1927-06-30,,1981-01-05,2002-11-22,Republican,,rep,NM,2,S000463,01063,400534
Floyd,,Spence,,,1928-04-09,,1971-01-21,2001-08-16,Republican,,rep,SC,2,S000718,01091,400610
Robert,,Stump,,,1927-04-04,M,1977-01-04,2002-11-22,Republican,,rep,AZ,3,S001044,01122,400504
Karen,,Thurman,,,1951-01-12,F,1993-01-05,2002-11-22,Democrat,,rep,FL,5,T000253,01157,400509
James,A.,Traficant,Jr.,,1941-05-08,M,1985-01-03,2002-07-24,Democrat,,rep,OH,17,T000350,01166,400611
Robert,A.,Underwood,,,1948-07-13,M,1993-01-05,2002-11-22,Democrat,,rep,GU,0,U000014,01175,400516
Wes,,Watkins,,,1938-12-15,,1977-01-04,2002-11-22,Republican,,rep,OK,3,W000194,01206,400540
J.C.,,Watts,,,1957-11-18,,1995-01-04,2002-11-22,Republican,,rep,OK,4,W000210,01208,400541
Dean,,Barkley,,,1950-08-31,M,2002-11-05,2002-11-22,Independent,2,sen,MN,,B001237,01690,401147
James,M.,Talent,,Jim,1956-10-18,M,1993-01-05,2006-12-09,Republican,1,sen,MO,,T000024,01135,300096
Aníbal,,Acevedo-Vilá,,,1962-02-13,M,2001-01-03,2004-12-09,Popular Democrat,,rep,PR,0,A000359,01679,400002
Wayne,A.,Allard,,,1943-12-02,M,1991-01-03,2009-01-03,Republican,2,sen,CO,,A000109,00011,300003
Frank,W.,Ballance,Jr.,,1942-02-15,M,2003-01-07,2004-06-11,Democrat,,rep,NC,1,B001238,01734,400014
Cass,,Ballenger,,,1926-12-06,M,1985-01-03,2004-12-09,Republican,,rep,NC,10,B000104,00050,400015
Chris,,Bell,,,1959-11-23,M,2003-01-07,2004-12-09,Democrat,,rep,TX,25,B001241,01750,400022
Douglas,K.,Bereuter,,Doug,1939-10-06,M,1979-01-15,2004-12-09,Republican,,rep,NE,1,B000403,00080,400023
Max,,Burns,,,1948-11-08,M,2003-01-07,2004-12-09,Republican,,rep,GA,12,B001249,01721,400053
Brad,,Carson,,,1967-03-11,M,2001-01-03,2004-12-09,Democrat,,rep,OK,2,C001044,01665,400066
Norm,,Coleman,,,1949-08-17,M,2003-01-07,2009-01-03,Republican,2,sen,MN,,C001057,01697,300024
Michael,Allen,Collins,,Mac,1944-10-15,M,1993-01-05,2004-12-09,Republican,,rep,GA,8,C000640,00222,400078
Larry,,Combest,,,1945-03-20,M,1985-01-03,2003-05-31,Republican,,rep,TX,19,C000653,00224,400079
Larry,E.,Craig,,,1945-07-20,M,1981-01-05,2009-01-03,Republican,2,sen,ID,,C000858,00246,300029
Philip,M.,Crane,,Phil,1930-11-03,M,1969-01-03,2004-12-09,Republican,,rep,IL,8,C000873,00249,400085
Peter,,Deutsch,,,1957-04-01,M,1993-01-05,2004-12-09,Democrat,,rep,FL,20,D000275,00291,400106
Elizabeth,H.,Dole,,,1936-07-29,F,2003-01-07,2009-01-03,Republican,2,sen,NC,,D000601,01698,300035
Pete,V.,Domenici,,,1932-05-07,M,1973-01-03,2009-01-03,Republican,2,sen,NM,,D000407,01319,300036
Calvin,M.,Dooley,,Cal,1954-01-11,M,1991-01-03,2004-12-09,Democrat,,rep,CA,20,D000424,00306,400112
Jennifer,B.,Dunn,,,1941-07-29,F,1993-01-05,2004-12-09,Republican,,rep,WA,8,D000549,00324,400117
Ernest,Lee,Fletcher,,Ernie,1952-11-12,M,1999-01-06,2003-12-08,Republican,,rep,KY,6,F000441,01563,400135
Jonas,,Frost,III,Martin,1942-01-01,M,1979-01-15,2004-12-09,Democrat,,rep,TX,24,F000392,00419,400143
Richard,Andrew,Gephardt,,Dick,1941-01-31,M,1977-01-04,2004-12-09,Democrat,,rep,MO,3,G000132,00433,400146
Porter,J.,Goss,,,1938-11-26,M,1989-01-03,2004-12-09,Republican,,rep,FL,14,G000336,00450,400156
James,C.,Greenwood,,Jim,1951-05-04,M,1993-01-05,2004-12-09,Republican,,rep,PA,8,G000439,00465,400161
Charles,T.,Hagel,,Chuck,1946-10-04,M,1997-01-07,2009-01-03,Republican,2,sen,NE,,H001028,01545,300050
Joseph,M.,Hoeffel,,,1950-09-03,M,1999-01-06,2004-12-09,Democrat,,rep,PA,13,H001031,01579,400181
Amory,,Houghton,Jr.,Amo,1926-08-07,M,1987-01-06,2004-12-09,Republican,,rep,NY,29,H000814,00563,400188
William,J.,Janklow,,Bill,1939-09-13,M,2003-01-07,2004-01-20,Republican,,rep,SD,0,J000286,01746,400200
Christopher,,John,,Chris,1960-01-05,M,1997-01-07,2004-12-09,Democrat,,rep,LA,7,J000110,01495,400203
Gerald,D.,Kleczka,,Jerry,1943-11-26,M,1983-01-03,2004-12-09,Democrat,,rep,WI,4,K000259,00637,400223
William,O.,Lipinski,,,1937-12-22,M,1983-01-03,2004-12-09,Democrat,,rep,IL,3,L000342,00694,400243
Kenneth,R.,Lucas,,Ken,1933-08-22,M,1999-01-06,2004-12-09,Democrat,,rep,KY,4,L000558,01562,400248
Denise,,Majette,,,1955-05-18,F,2003-01-07,2004-12-09,Democrat,,rep,GA,4,M001145,01719,400250
Robert,T.,Matsui,,,1941-09-17,M,1979-01-15,2004-12-09,Democrat,,rep,CA,5,M000249,00748,400256
Karen,,McCarthy,,,1947-03-18,F,1995-01-04,2004-12-09,Democrat,,rep,MO,5,M000316,00756,400258
Scott,,McInnis,,,1953-05-09,M,1993-01-05,2004-12-09,Republican,,rep,CO,3,M000477,00775,400265
George,R.,Nethercutt,Jr.,,1944-10-07,M,1995-01-04,2004-12-09,Republican,,rep,WA,5,N000051,00860,400292
Doug,,Ose,,,1955-06-27,M,1999-01-06,2004-12-09,Republican,,rep,CA,3,O000164,01585,400304
Jack,,Quinn,,,1951-04-13,M,1993-01-05,2004-12-09,Republican,,rep,NY,27,Q000016,00938,400329
Max,A.,Sandlin,Jr.,,1952-09-29,M,1997-01-07,2004-12-09,Democrat,,rep,TX,1,S000044,01523,400358
Edward,L.,Schrock,,Ed,1941-04-06,M,2001-01-03,2004-12-09,Republican,,rep,VA,2,S001151,01673,400362
Gordon,Harold,Smith,,,1952-05-25,M,1997-01-07,2009-01-03,Republican,2,sen,OR,,S001142,01549,300090
Nick,,Smith,,,1934-11-05,M,1993-01-05,2004-12-09,Republican,,rep,MI,7,S000597,01080,400382
Charles,W.,Stenholm,,Charlie,1938-10-26,M,1979-01-15,2004-12-09,Democrat,,rep,TX,17,S000851,01110,400389
Ted,F.,Stevens,,,1923-11-18,M,1968-01-01,2009-01-03,Republican,2,sen,AK,,S000888,01440,300094
John,E.,Sununu,,,1964-09-10,M,1997-01-07,2009-01-03,Republican,2,sen,NH,,S001078,01532,300095
William,J.,Tauzin,,Billy,1943-06-14,M,1979-01-15,2004-12-09,Republican,,rep,LA,3,T000058,01140,400397
James,,Turner,,Jim,1946-02-06,M,1997-01-07,2004-12-09,Democrat,,rep,TX,2,T000424,01536,400410
John,W.,Warner,,,1927-02-18,M,1979-01-15,2009-01-03,Republican,2,sen,VA,,W000154,01452,300099
Evan,,Bayh,,,1955-12-26,M,1999-01-06,2010-12-22,Democrat,3,sen,IN,,B001233,01572,300006
Bob,,Beauprez,,,1948-09-22,M,2003-01-07,2006-12-09,Republican,,rep,CO,7,B001240,01712,400020
Robert,F.,Bennett,,,1933-09-18,M,1993-01-05,2010-12-22,Republican,3,sen,UT,,B000382,01280,300007
Michael,,Bilirakis,,,1930-07-16,M,1983-01-03,2006-12-09,Republican,,rep,FL,9,B000463,00089,400028
Sherwood,L.,Boehlert,,Sherry,1936-09-28,M,1983-01-03,2006-12-09,Republican,,rep,NY,24,B000586,00101,400035
Christopher,S.,Bond,,Kit,1939-03-06,M,1987-01-06,2010-12-22,Republican,3,sen,MO,,B000611,01286,300010
Henry,,Bonilla,,,1954-01-02,M,1993-01-05,2006-12-09,Republican,,rep,TX,23,B000617,00107,400037
Jeb,E.,Bradley,,,1952-10-20,M,2003-01-07,2006-12-09,Republican,,rep,NH,1,B001246,01736,400045
Samuel,D.,Brownback,,Sam,1956-09-12,M,1995-01-04,2010-12-22,Republican,3,sen,KS,,B000953,00137,300013
Jim,,Bunning,,,1931-10-23,M,1987-01-06,2010-12-22,Republican,3,sen,KY,,B001066,00146,300014
Ed,,Case,,,1952-09-27,M,2003-01-07,2006-12-09,Democrat,,rep,HI,2,C001055,01693,400069
Chris,,Chocola,,,1962-02-24,M,2003-01-07,2006-12-09,Republican,,rep,IN,2,C001052,01726,400072
C.,Christopher,Cox,,,1952-10-16,M,1989-01-03,2005-08-02,Republican,,rep,CA,48,C000830,00242,400083
Randall,H.,Cunningham,,Duke,1941-12-08,M,1991-01-03,2005-12-01,Republican,,rep,CA,50,C000994,00258,400091
James,,Davis,,Jim,1957-10-11,M,1997-01-07,2006-12-09,Democrat,,rep,FL,11,D000114,01478,400094
Thomas,Dale,DeLay,,Tom,1947-04-08,M,1985-01-03,2006-06-09,Republican,,rep,TX,22,D000217,00282,400104
Christopher,J.,Dodd,,,1944-05-27,M,1975-01-14,2010-12-22,Democrat,3,sen,CT,,D000388,00302,300034
Byron,L.,Dorgan,,,1942-05-14,M,1981-01-05,2010-12-22,Democrat,3,sen,ND,,D000432,00308,300037
Lane,A.,Evans,,,1951-08-04,M,1983-01-03,2006-12-09,Democrat,,rep,IL,17,E000250,00361,400126
Russell,D.,Feingold,,,1953-03-02,M,1993-01-05,2010-12-22,Democrat,3,sen,WI,,F000061,01331,300042
Mark,Adam,Foley,,,1954-09-08,M,1995-01-04,2006-09-29,Republican,,rep,FL,16,F000238,00396,400136
Harold,E.,Ford,Jr.,,1970-05-11,M,1997-01-07,2006-12-09,Democrat,,rep,TN,9,F000262,01483,400138
James,A.,Gibbons,,Jim,1944-12-16,M,1997-01-07,2006-12-09,Republican,,rep,NV,2,G000152,01485,400148
Mark,A.,Green,,,1960-06-01,M,1999-01-06,2006-12-09,Republican,,rep,WI,8,G000545,01559,400159
Judd,A.,Gregg,,,1947-02-14,M,1981-01-05,2010-12-22,Republican,3,sen,NH,,G000445,00466,300049
Gilbert,W.,Gutknecht,,Gil,1951-03-20,M,1995-01-04,2006-12-09,Republican,,rep,MN,1,G000536,00479,400164
Katherine,,Harris,,,1957-04-05,F,2003-01-07,2006-12-09,Republican,,rep,FL,13,H001035,01714,400167
Melissa,A.,Hart,,,1962-04-04,F,2001-01-03,2006-12-09,Republican,,rep,PA,4,H001033,01666,400168
John,D.,Hayworth,Jr.,J.D.,1958-07-12,M,1995-01-04,2006-12-09,Republican,,rep,AZ,5,H000413,00520,400173
Joel,,Hefley,,,1935-04-18,M,1987-01-06,2006-12-09,Republican,,rep,CO,5,H000444,00524,400174
John,Nathan,Hostettler,,,1961-06-19,M,1995-01-04,2006-12-09,Republican,,rep,IN,8,H000807,00562,400187
Henry,John,Hyde,,,1924-04-18,M,1975-01-14,2006-12-09,Republican,,rep,IL,6,H001022,00580,400192
Ernest,J.,Istook,Jr.,,1950-02-11,M,1993-01-05,2006-12-09,Republican,,rep,OK,5,I000047,00586,400197
William,Lewis,Jenkins,,Bill,1936-11-29,M,1997-01-07,2006-12-09,Republican,,rep,TN,1,J000082,01494,400202
Nancy,Lee,Johnson,,,1935-01-05,F,1983-01-03,2006-12-09,Republican,,rep,CT,5,J000163,00602,400205
Sue,W.,Kelly,,,1936-09-26,F,1995-01-04,2006-12-09,Republican,,rep,NY,19,K000078,00624,400213
Mark,R.,Kennedy,,,1957-04-11,M,2001-01-03,2006-12-09,Republican,,rep,MN,6,K000358,01652,400214
James,T.,Kolbe,,Jim,1942-06-28,M,1985-01-03,2006-12-09,Republican,,rep,AZ,8,K000306,00645,400226
James,A.,Leach,,Jim,1942-10-15,M,1977-01-04,2006-12-09,Republican,,rep,IA,2,L000169,00672,400236
Blanche,Lambert,Lincoln,,,1960-09-30,F,1993-01-05,2010-12-22,Democrat,3,sen,AR,,L000035,01570,300068
Mel,,Martinez,,,1946-10-23,M,2005-01-04,2009-09-09,Republican,3,sen,FL,,M001162,01769,400621
Cynthia,,McKinney,,,1955-03-17,F,1993-01-05,2006-12-09,Democrat,,rep,GA,4,M000523,00780,400513
Robert,William,Ney,,Bob,1954-07-05,M,1995-01-04,2006-11-03,Republican,,rep,OH,18,N000081,00862,400293
Anne,Meagher,Northup,,,1948-01-22,F,1997-01-07,2006-12-09,Republican,,rep,KY,3,N000143,01508,400294
James,Allen,Nussle,,Jim,1960-06-27,M,1991-01-03,2006-12-09,Republican,,rep,IA,1,N000172,00871,400298
Thomas,William,Osborne,,Tom,1937-02-23,M,2001-01-03,2006-12-09,Republican,,rep,NE,3,O000165,01658,400303
C.L.,,Otter,,Butch,1942-05-03,M,2001-01-03,2006-12-09,Republican,,rep,ID,1,O000166,01646,400305
Major,R.,Owens,,,1936-06-28,M,1983-01-03,2006-12-09,Democrat,,rep,NY,11,O000159,00883,400306
Michael,G.,Oxley,,,1944-02-11,M,1981-01-05,2006-12-09,Republican,,rep,OH,4,O000163,00885,400307
Richard,W.,Pombo,,,1961-01-08,M,1993-01-05,2006-12-09,Republican,,rep,CA,11,P000419,00921,400322
Jim,R.,Ryun,,,1947-04-29,M,1995-01-04,2006-12-09,Republican,,rep,KS,2,R000566,01521,400353
Martin,Olav,Sabo,,,1938-02-28,M,1979-01-15,2006-12-09,Democrat,,rep,MN,5,S000005,01007,400354
Ken,,Salazar,,,1955-03-02,M,2005-01-04,2009-01-21,Democrat,3,sen,CO,,S001163,01762,400619
John,J.H.,Schwarz,,Joe,1937-11-15,M,2005-01-04,2006-12-09,Republican,,rep,MI,7,S001161,01788,400637
E.,Clay,Shaw,Jr.,,1939-04-19,M,1981-01-05,2006-12-09,Republican,,rep,FL,22,S000303,01047,400369
Donald,L.,Sherwood,,Don,1941-03-05,M,1999-01-06,2006-12-09,Republican,,rep,PA,10,S001146,01589,400372
Robert,Ruhl,Simmons,,Rob,1943-02-11,M,2001-01-03,2006-12-09,Republican,,rep,CT,2,S001152,01642,400375
Michael,E.,Sodrel,,,1945-12-17,M,2005-01-04,2006-12-09,Republican,,rep,IN,9,S001160,01783,400632
Arlen,,Specter,,,1930-02-12,M,1981-01-05,2010-12-22,Democrat,3,sen,PA,,S000709,01437,300092
Ted,,Strickland,,,1941-08-04,M,1993-01-05,2006-12-09,Democrat,,rep,OH,6,S001004,01118,400390
John,E.,Sweeney,,,1955-08-09,M,1999-01-06,2006-12-09,Republican,,rep,NY,20,S001149,01591,400393
Charles,H.,Taylor,,,1941-01-23,M,1991-01-03,2006-12-09,Republican,,rep,NC,11,T000067,01141,400398
William,M.,Thomas,,Bill,1941-12-06,M,1979-01-15,2006-12-09,Republican,,rep,CA,22,T000188,01148,400401
George,V.,Voinovich,,,1936-07-15,M,1999-01-06,2010-12-22,Republican,3,sen,OH,,V000126,01575,300098
W.,Curtis,Weldon,,Curt,1947-07-22,M,1987-01-06,2006-12-09,Republican,,rep,PA,7,W000268,01214,400428
Shelley,,Sekula-Gibbs,,,1953-06-22,F,2006-11-13,2006-12-09,Republican,,rep,TX,22,S001166,01819,412185
Thomas,H.,Allen,,Tom,1945-04-16,M,1997-01-07,2009-01-03,Democrat,,rep,ME,1,A000357,01461,400007
Richard,Hugh,Baker,,,1948-05-22,M,1987-01-06,2008-02-02,Republican,,rep,LA,6,B000072,00047,400012
Nancy,E.,Boyda,,,1955-08-02,F,2007-01-04,2009-01-03,Democrat,,rep,KS,2,B001258,01852,412210
Robert,C.,Byrd,,,1917-11-20,M,1953-01-03,2010-06-28,Democrat,1,sen,WV,,B001210,01299,300016
Christopher,B.,Cannon,,Chris,1950-10-20,M,1997-01-07,2009-01-03,Republican,,rep,UT,3,C000116,01470,400059
Julia,M.,Carson,,,1938-07-08,F,1997-01-07,2007-12-15,Democrat,,rep,IN,7,C000191,01473,400067
Hillary,Rodham,Clinton,,,1947-10-26,F,2001-01-03,2009-01-21,Democrat,1,sen,NY,,C001041,01631,300022
Robert,E.,Cramer,Jr.,Bud,1947-08-22,M,1991-01-03,2009-01-03,Democrat,,rep,AL,5,C000868,00247,400084
Barbara,L.,Cubin,,,1946-11-30,F,1995-01-04,2009-01-03,Republican,,rep,WY,0,C000962,00254,400088
David,,Davis,,,1959-11-06,M,2007-01-04,2009-01-03,Republican,,rep,TN,1,D000606,01877,412235
Jo Ann,S.,Davis,,,1950-06-29,F,2001-01-03,2007-10-06,Republican,,rep,VA,1,D000597,01672,400095
Thomas,M.,Davis,III,Tom,1949-01-05,M,1995-01-04,2008-11-24,Republican,,rep,VA,11,D000136,00274,400098
John,T.,Doolittle,,,1950-10-30,M,1991-01-03,2009-01-03,Republican,,rep,CA,4,D000429,00307,400113
Thelma,D.,Drake,,,1949-11-20,F,2005-01-04,2009-01-03,Republican,,rep,VA,2,D000605,01808,400658
Rahm,,Emanuel,,,1959-11-29,M,2003-01-07,2009-01-03,Democrat,,rep,IL,5,E000287,01725,400120
Philip,,English,,Phil,1956-06-20,M,1995-01-04,2009-01-03,Republican,,rep,PA,3,E000187,00347,400123
John,Eric,Ensign,,,1958-03-25,M,1995-01-04,2011-05-03,Republican,1,sen,NV,,E000194,00348,300040
Terry,,Everett,,,1937-02-15,M,1993-01-05,2009-01-03,Republican,,rep,AL,2,E000268,00364,400127
Tom,C.,Feeney,,,1958-05-21,M,2003-01-07,2009-01-03,Republican,,rep,FL,24,F000447,01716,400131
Michael,,Ferguson,,Mike,1970-06-22,M,2001-01-03,2009-01-03,Republican,,rep,NJ,7,F000443,01659,400132
Luis,G.,Fortuño,,,1960-10-31,M,2005-01-04,2009-01-03,Republican,,rep,PR,0,F000452,01800,400662
Vito,J.,Fossella,Jr.,,1965-03-09,M,1997-01-07,2009-01-03,Republican,,rep,NY,13,F000440,01484,400139
